claim_id,doc_id,doc_title,doc_date,doc_url,category,matched_term,surface_form,sentence,context_before,context_after,category_correct,is_securitising,securitisation_type,referent_object,threat_actor,extraordinary_measure,confidence,coder_notes,human_category_correct,human_is_securitising,human_securitisation_type,human_confidence,human_notes
6977,a5510c169a12,"Україну стільки разів хотіли знищити, але не змогли – звернення Президента Володимира Зеленського",2022-03-03,https://www.president.gov.ua/news/ukrayinu-stilki-raziv-hotili-znishiti-ale-ne-zmogli-zvernenn-73297,material_security,ворог,ворога,На жодному зі стратегічних напрямків у ворога немає успіху .,Усі лінії нашої оборони збережені .,Вони пригнічені .,yes,no,none,none,none,none,high,,,,,,
1144,1cab7f32ecd4,"Ми маємо не допустити, щоб хтось у світі засумнівався у стійкості всієї України – Щорічне Послання Президента до Верховної Ради",2024-11-19,https://www.president.gov.ua/news/mi-mayemo-ne-dopustiti-shob-htos-u-sviti-zasumnivavsya-u-sti-94497,ontological_security,духовний незалежність,духовну незалежність,"В межах саме цього діалогу можемо визначати , які моделі більшої співпраці здатні зміцнити нашу державу та всіх наших людей , нашу духовну незалежність , нашу соціальну роботу в Українській державі .","В Україні є глобально важливий інституційний приклад такої співпраці – Рада церков і релігійних організацій , і на базі цієї інституції сформовано вже діалог між державою та всіма релігійними спільнотами України .","Звичайно , не йдеться про московську церкву .",yes,yes,ontological,nation,Moscow_Patriarchate,none,high,"Through dialogue with Council of Churches, determining models to strengthen spiritual independence.",,,,,
2432,3f565fb749e7,"Україна має реалізувати свій історичний шанс на розвиток, здобутий сміливістю наших людей – звернення Президента Володимира Зеленського",2023-08-10,https://www.president.gov.ua/news/ukrayina-maye-realizuvati-svij-istorichnij-shans-na-rozvitok-84817,decolonisation,незалежність,незалежності,"Звичайно , як і завжди , говорили про посилення духовної незалежності України та про духовний мир в Україні .",Вдячний Вселенському Патріархату за готовність допомагати .,Наша країна – один з історичних центрів християнства .,yes,no,none,none,none,none,high,,,,,,
6525,9a781542268c,Європі потрібна швидкість в ухваленні рішень і чіткі інструменти для захисту від непотрібних блокувань – виступ Президента на засіданні Євроради,2025-03-20,https://www.president.gov.ua/news/yevropi-potribna-shvidkist-v-uhvalenni-rishen-i-chitki-instr-96761,decolonisation,незалежність,незалежність,"Європі потрібна технологічна незалежність , зокрема й у виробництві зброї .","Інвестиції у виробництво зброї потрібні як в Україні , так і у ваших країнах .","Все необхідне для захисту континенту має вироблятися тут , у Європі .",yes,no,none,none,none,none,high,,,,,,
8705,cdd59d665b91,Привітання Президента України з Великоднем,2025-04-20,https://www.president.gov.ua/news/privitannya-prezidenta-ukrayini-z-velikodnem-97285,church_actors,конфесія,конфесій,"Щодня й особливо сьогодні , коли українці всіх християнських конфесій відзначають Великдень в одну дату .",Ми єдині в цьому .,Разом .,yes,no,none,none,none,none,high,,,,,,
4865,72c6ae74b540,Ми гарантуємо Україні духовну незалежність – звернення Президента Володимира Зеленського,2022-12-01,https://www.president.gov.ua/news/mi-garantuyemo-ukrayini-duhovnu-nezalezhnist-zvernennya-prez-79577,material_security,безпека,безпеки,"Всім органам , до компетенції яких належить питання у сфері забезпечення національної безпеки , активізувати заходи з виявлення та протидії підривній діяльності російських спецслужб у релігійному середовищі України .",Четверте .,І застосувати персональні санкції – прізвища будуть оприлюднені невдовзі .,yes,yes,material,state,Russia,sanctions,high,National security organs to counter subversive activity of Russian special services in Ukrainian religious environment. Followed by personal sanctions.,,,,,
7069,a750da14442e,"Російські війська знищують усе, що робить нас народом, але за це на них чекає відповідальність – звернення Президента Володимира Зеленського",2022-03-26,https://www.president.gov.ua/news/rosijski-vijska-znishuyut-use-sho-robit-nas-narodom-ale-za-c-73873,material_security,безпека,Безпеки,Безпеки наших держав .,І про необхідність посилення нашої спільної безпеки .,Безпеки насправді для всіх європейців .,yes,no,none,none,none,none,high,,,,,,
4423,68e5fe347a9e,"Дуже важливо, що у Києво-Печерській лаврі сьогодні прозвучала і ще звучатиме щира молитва за Україну – звернення Президента Володимира Зеленського",2023-01-07,https://www.president.gov.ua/news/duzhe-vazhlivo-sho-u-kiyevo-pecherskij-lavri-sogodni-prozvuc-80277,material_security,санкція,санкцій,Сьогодні є перший такий санкційний список – будуть наступні рішення щодо санкцій проти таких осіб .,"По -друге , є проміжний підсумок у роботі щодо багатьох громадян Росії та повʼязаних з нею осіб , які виправдовують війну , допомагають її вести чи оспівують державу - терориста .","Усі , чий голос звучить в унісон із гуркотом російської артилерії , будуть ізольовані від цивілізованого світу .",yes,yes,material,state,UOC-MP,sanctions,medium,"First sanctions list announced - likely targeting UOC-MP-affiliated individuals, though specifics not named in this sentence.",,,,,
5434,7fa17a24c64c,Звернення Президента до учасників саміту Міжнародної коаліції за повернення українських дітей на рівні лідерів,2025-09-23,https://www.president.gov.ua/news/zvernennya-prezidenta-do-uchasnikiv-samitu-mizhnarodnoyi-koa-100285,ontological_security,ідентичність,ідентичності,"Усе це відомо – табори , де викрадених дітей навчають ненависті , установи , причетні до цього , навіть структури російської державної церкви , які використовуються для знищення української ідентичності дітей .","І я закликаю вас : у кожному пакеті санкцій посилюйте тиск на російських політиків , чиновників , суддів , пропагандистів та інших осіб , причетних до викрадення дітей і спроб « перепрограмувати » їхню свідомість .","І кожен , хто не заплющує очі та діє у відповідь , захищає людство .",yes,yes,ontological,identity,Russia,none,high,Russian state church structures used to destroy Ukrainian identity of deported children. Links church structures to identity destruction.,,,,,
5740,8459a7bbdd89,Покарати Росію за терор – це історичне завдання сучасного покоління лідерів світу – звернення  Президента України,2023-07-18,https://www.president.gov.ua/news/pokarati-rosiyu-za-teror-ce-istorichne-zavdannya-suchasnogo-84409,church_actors,релігійний,релігійних,"Я провів сьогодні важливу нараду щодо духовної незалежності України , наших подальших кроків для захисту прав і законних інтересів громадян України у сфері релігійних відносин .","Світ повинен настільки обмежити торговельні відносини з державою - терористом , щоб жодного компонента з вільного світу не можна було використати для терору .",Невдовзі будуть новини .,yes,yes,ontological,nation,Russia,other,high,"Meeting on spiritual independence of Ukraine, further steps to protect rights and legitimate interests of citizens in religious relations.",,,,,
2945,49293ef4ff5e,За цей тиждень ми додали Україні нових домовленостей щодо зброї – звернення Президента,2024-10-12,https://www.president.gov.ua/news/za-cej-tizhden-mi-dodali-ukrayini-novih-domovlenostej-shodo-93817,ontological_security,духовний незалежність,духовну незалежність,"Дуже важливо , щоб більше представників церков і релігійних спільнот , усі , хто працює на духовну незалежність України , долучались до військової служби Україні , були ближче до хлопців на передовій – передусім у бойових бригадах , саме там , де найбільш потрібно .","Духовні отці з різних конфесій , які служать , щоб наші воїни мали духовну підтримку та правильну пораду , світлу надію .","Я дякую кожному військовому капелану , який служить саме так – з нашими українськими воїнами .",yes,yes,ontological,nation,Russia,none,medium,"Those working for spiritual independence of Ukraine should join military service, be closer to soldiers on the front. Links spiritual independence to military effort.",,,,,
6399,966acfa2bfee,Змістовні переговори про мир і безпеку для України – єдиний шанс для Росії зменшити шкоду від власних помилок – звернення Президента Володимира Зеленського,2022-03-19,https://www.president.gov.ua/news/zmistovni-peregovori-pro-mir-i-bezpeku-dlya-ukrayini-yedinij-73661,material_security,оборона,оборони,"Вантажі для нашої оборони , для наших людей будуть завозитися в Україну настільки легко , наскільки це дозволяють закони фізики .",Протягом дня урядовці опрацювали рішення для повного перезавантаження митниці .,"Прибираємо абсолютно всю бюрократію , всі папірці , а також ПДВ , мито , всі митні платежі .",yes,no,none,none,none,none,high,,,,,,
1083,1cab7f32ecd4,"Ми маємо не допустити, щоб хтось у світі засумнівався у стійкості всієї України – Щорічне Послання Президента до Верховної Ради",2024-11-19,https://www.president.gov.ua/news/mi-mayemo-ne-dopustiti-shob-htos-u-sviti-zasumnivavsya-u-sti-94497,urgency,негайний,негайне,План перемоги України починається з пункту про негайне запрошення нашої держави в Альянс .,Життєво важливим для всіх нас є й право України на членство в НАТО .,Запрошення – це політичний крок .,yes,no,none,none,none,none,high,,,,,,
8002,bbe72d41a03f,"Зараз час, коли всі історичні складнощі для України можемо перемогти, якщо будемо берегти нашу єдність – звернення Президента України",2023-03-12,https://www.president.gov.ua/news/zaraz-chas-koli-vsi-istorichni-skladnoshi-dlya-ukrayini-mozh-81581,decolonisation,незалежність,незалежності,Є цього тижня рух і на зміцнення нашої духовної незалежності .,"Разом , у єдності ми прийдемо до перемоги .",Суспільство це бачить .,yes,yes,ontological,nation,Russia,none,high,Progress on strengthening spiritual independence. Ongoing securitisation narrative.,,,,,
4866,72c6ae74b540,Ми гарантуємо Україні духовну незалежність – звернення Президента Володимира Зеленського,2022-12-01,https://www.president.gov.ua/news/mi-garantuyemo-ukrayini-duhovnu-nezalezhnist-zvernennya-prez-79577,material_security,спецслужба,спецслужб,"Всім органам , до компетенції яких належить питання у сфері забезпечення національної безпеки , активізувати заходи з виявлення та протидії підривній діяльності російських спецслужб у релігійному середовищі України .",Четверте .,І застосувати персональні санкції – прізвища будуть оприлюднені невдовзі .,yes,yes,material,state,Russia,sanctions,high,National security organs to counter subversive activity of Russian special services in Ukrainian religious environment. Followed by personal sanctions.,,,,,
5742,8459a7bbdd89,Покарати Росію за терор – це історичне завдання сучасного покоління лідерів світу – звернення  Президента України,2023-07-18,https://www.president.gov.ua/news/pokarati-rosiyu-za-teror-ce-istorichne-zavdannya-suchasnogo-84409,ontological_security,духовний незалежність,духовної незалежності,"Я провів сьогодні важливу нараду щодо духовної незалежності України , наших подальших кроків для захисту прав і законних інтересів громадян України у сфері релігійних відносин .","Світ повинен настільки обмежити торговельні відносини з державою - терористом , щоб жодного компонента з вільного світу не можна було використати для терору .",Невдовзі будуть новини .,yes,yes,ontological,nation,Russia,other,high,"Meeting on spiritual independence of Ukraine, further steps to protect rights and legitimate interests of citizens in religious relations.",,,,,
2436,3f565fb749e7,"Україна має реалізувати свій історичний шанс на розвиток, здобутий сміливістю наших людей – звернення Президента Володимира Зеленського",2023-08-10,https://www.president.gov.ua/news/ukrayina-maye-realizuvati-svij-istorichnij-shans-na-rozvitok-84817,church_actors,релігійний,релігійних,"Держава ніколи не допустить , щоб будь-яку з українських релігійних спільнот могла використовувати держава - агресор .","Українці змогли побудувати особливий формат релігійних відносин у своєму домі : у нашій країні діє Рада церков і релігійних організацій , яка гарантує , що всі спільноти поважаються , усі спільноти можуть донести свою думку державі , усі спільноти можуть брати участь у вирішенні суспільно важливих питань .","Україна вистоїть , збереже незалежність – усі аспекти незалежності , зокрема і духовну .",yes,yes,material,state,Russia,ban,high,State will never allow aggressor state to use any Ukrainian religious community. Clear securitising statement with implicit extraordinary measure.,,,,,
4595,6c18145a3cf2,"Держава робить усе, щоб допомогти Маріуполю – звернення Президента Володимира Зеленського",2022-03-11,https://www.president.gov.ua/news/derzhava-robit-use-shob-dopomogti-mariupolyu-zvernennya-prez-73485,material_security,ворог,ворога,Завдяки його героїчним діям вдалося зупинити наступ ворога в Луганській області .,Сержант Мороз Олег Романович .,Матрос Самофалов Валерій Михайлович .,yes,no,none,none,none,none,high,,,,,,
4597,6c18145a3cf2,"Держава робить усе, щоб допомогти Маріуполю – звернення Президента Володимира Зеленського",2022-03-11,https://www.president.gov.ua/news/derzhava-robit-use-shob-dopomogti-mariupolyu-zvernennya-prez-73485,urgency,надзвичайний,надзвичайних,"Також я підписав указ про нагородження орденами за особисту мужність 39 нацгвардійців , 31 поліцейського ( дев'ятьох посмертно ) , 14 прикордонників ( чотирьох посмертно ) , 23 працівників Державної служби з надзвичайних ситуацій .",В одному бою вперше в історії цієї війни збив одразу три гвинтокрили ворога .,Сьогодні ж звання бригадного генерала присвоєно :,yes,no,none,none,none,none,high,,,,,,
2431,3f565fb749e7,"Україна має реалізувати свій історичний шанс на розвиток, здобутий сміливістю наших людей – звернення Президента Володимира Зеленського",2023-08-10,https://www.president.gov.ua/news/ukrayina-maye-realizuvati-svij-istorichnij-shans-na-rozvitok-84817,ontological_security,духовний,духовної,"Звичайно , як і завжди , говорили про посилення духовної незалежності України та про духовний мир в Україні .",Вдячний Вселенському Патріархату за готовність допомагати .,Наша країна – один з історичних центрів християнства .,yes,yes,ontological,nation,Moscow_Patriarchate,none,high,Discussion with Ecumenical Patriarchate representative about strengthening Ukraine's spiritual independence.,,,,,
4868,72c6ae74b540,Ми гарантуємо Україні духовну незалежність – звернення Президента Володимира Зеленського,2022-12-01,https://www.president.gov.ua/news/mi-garantuyemo-ukrayini-duhovnu-nezalezhnist-zvernennya-prez-79577,material_security,санкція,санкції,І застосувати персональні санкції – прізвища будуть оприлюднені невдовзі .,"Всім органам , до компетенції яких належить питання у сфері забезпечення національної безпеки , активізувати заходи з виявлення та протидії підривній діяльності російських спецслужб у релігійному середовищі України .",І пʼяте .,yes,yes,material,state,UOC-MP,sanctions,high,Personal sanctions against individuals - names to be published. Extraordinary measure targeting specific church-affiliated persons.,,,,,
165,035811544b15,Звернення Президента Володимира Зеленського до учасників American Jewish Committee Global Forum,2022-06-13,https://www.president.gov.ua/news/zvernennya-prezidenta-volodimira-zelenskogo-do-uchasnikiv-am-75797,decolonisation,окупант,окупанти,"Російські окупанти вбили частину нашої країни , ми не маємо повної інформації про те , що відбувається в окупованих районах .","І це , мабуть , одна з найстрашніших речей , які відбуваються в час війни .","Ми не знаємо всього про вбивства та інші злочини , які вони скоюють там , на окупованій частині України , що вони зробили з нашими людьми .",yes,no,none,none,none,none,high,,,,,,
4860,72c6ae74b540,Ми гарантуємо Україні духовну незалежність – звернення Президента Володимира Зеленського,2022-12-01,https://www.president.gov.ua/news/mi-garantuyemo-ukrayini-duhovnu-nezalezhnist-zvernennya-prez-79577,decolonisation,незалежність,незалежність,"Забезпечимо , зокрема , духовну незалежність .",Ми вже вибороли це й забезпечимо для нашої держави всю повноту незалежності .,Ми ніколи й нікому не дозволимо будувати імперію всередині української душі .,yes,yes,ontological,nation,Moscow_Patriarchate,none,high,Declarative framing: Ukraine will guarantee spiritual independence. Implies Moscow Patriarchate connection threatens spiritual sovereignty.,,,,,
6092,8e00bd95c521,Промова Президента України в Народних зборах Албанії,2022-05-03,https://www.president.gov.ua/news/promova-prezidenta-ukrayini-v-narodnih-zborah-albaniyi-74745,material_security,безпека,Безпеки,"Особливо зараз , коли ваша держава працює як непостійний член Ради Безпеки ООН .",Я вдячний Албанії за взаємодію на майданчику Організації Обʼєднаних Націй .,Треба зробити принципову річ і припинити використання коштів ООН для спонсорування Росії .,yes,no,none,none,none,none,high,,,,,,
1138,1cab7f32ecd4,"Ми маємо не допустити, щоб хтось у світі засумнівався у стійкості всієї України – Щорічне Послання Президента до Верховної Ради",2024-11-19,https://www.president.gov.ua/news/mi-mayemo-ne-dopustiti-shob-htos-u-sviti-zasumnivavsya-u-sti-94497,ontological_security,духовний,духовну,"В межах саме цього діалогу можемо визначати , які моделі більшої співпраці здатні зміцнити нашу державу та всіх наших людей , нашу духовну незалежність , нашу соціальну роботу в Українській державі .","В Україні є глобально важливий інституційний приклад такої співпраці – Рада церков і релігійних організацій , і на базі цієї інституції сформовано вже діалог між державою та всіма релігійними спільнотами України .","Звичайно , не йдеться про московську церкву .",yes,yes,ontological,nation,Moscow_Patriarchate,none,high,"Through dialogue with Council of Churches, determining models to strengthen spiritual independence.",,,,,
1143,1cab7f32ecd4,"Ми маємо не допустити, щоб хтось у світі засумнівався у стійкості всієї України – Щорічне Послання Президента до Верховної Ради",2024-11-19,https://www.president.gov.ua/news/mi-mayemo-ne-dopustiti-shob-htos-u-sviti-zasumnivavsya-u-sti-94497,ontological_security,духовний незалежність,духовної незалежності,"Трибунал проти Російської Федерації , конфіскація російських активів , дієві санкції проти Росії , стовідсоткове гарантування духовної незалежності України , українська культурна дипломатія , протидія дезінформації та розбудова нормальних державних комунікацій нашої держави , а також необхідна трансформація наших державних інституцій – абсолютно все це неможливо без дієвої співпраці з громадянським суспільством .","Нам потрібна спільна юридична , комунікаційна та адвокаційна робота держави та українських громадських сил .","Державні рішення , всі наші рішення мають бути підготовлені на основі найкращої експертизи , і ми вже напрацювали відповідні формати спільної роботи державних структур і суспільства .",yes,yes,ontological,nation,Moscow_Patriarchate,none,high,"'100% guaranteeing spiritual independence of Ukraine' listed alongside tribunals, asset confiscation, sanctions in national resilience plan.",,,,,
7544,b115e4035989,Звернення Президента України Володимира Зеленського до парламенту Великої Британії,2022-03-08,https://www.president.gov.ua/news/zvernennya-prezidenta-ukrayini-volodimira-zelenskogo-do-parl-73441,material_security,санкція,санкції,Посилюйте санкції проти держави - терориста .,"І я окремо вдячний тобі , Борисе , мій друже !",Визнайте її нарешті державою - терористом .,yes,no,none,none,none,none,high,,,,,,
4419,68e5fe347a9e,"Дуже важливо, що у Києво-Печерській лаврі сьогодні прозвучала і ще звучатиме щира молитва за Україну – звернення Президента Володимира Зеленського",2023-01-07,https://www.president.gov.ua/news/duzhe-vazhlivo-sho-u-kiyevo-pecherskij-lavri-sogodni-prozvuc-80277,decolonisation,незалежність,незалежності,"Ще раз вітаю з Різдвом Христовим усіх , хто святкує сьогодні , у цей день , який уже став історичним для України , для духовної незалежності нашого народу .","Бажаю здоровʼя , шановні українці !","Я був радий сьогодні бачити , скільки людей , скільки наших воїнів прийшли на службу Божу у храм Києво - Печерської лаври – у те святе місце , яке є одним із витоків української культурної традиції .",yes,yes,ontological,nation,Moscow_Patriarchate,none,high,Christmas at Lavra framed as historic day for Ukraine's spiritual independence. OCU service at formerly UOC-MP-held site.,,,,,
8124,c04e99805873,"Ми бачимо, як рішучість світу відкриває нові перспективи для відновлення нашої безпеки – звернення Президента",2024-06-18,https://www.president.gov.ua/news/mi-bachimo-yak-rishuchist-svitu-vidkrivaye-novi-perspektivi-91641,material_security,безпека,безпеки,Серед іншого це стосується безпеки Харкова .,"Ми бачимо , як рішучість світу відкриває нові перспективи для відновлення нашої безпеки .","Знищення поблизу кордону нашими силами , нашими воїнами позицій та пускових установок російських терористів справді має значення .",yes,no,none,none,none,none,high,,,,,,
5738,8459a7bbdd89,Покарати Росію за терор – це історичне завдання сучасного покоління лідерів світу – звернення  Президента України,2023-07-18,https://www.president.gov.ua/news/pokarati-rosiyu-za-teror-ce-istorichne-zavdannya-suchasnogo-84409,ontological_security,духовний,духовної,"Я провів сьогодні важливу нараду щодо духовної незалежності України , наших подальших кроків для захисту прав і законних інтересів громадян України у сфері релігійних відносин .","Світ повинен настільки обмежити торговельні відносини з державою - терористом , щоб жодного компонента з вільного світу не можна було використати для терору .",Невдовзі будуть новини .,yes,yes,ontological,nation,Russia,other,high,"Meeting on spiritual independence of Ukraine, further steps to protect rights and legitimate interests of citizens in religious relations.",,,,,
1087,1cab7f32ecd4,"Ми маємо не допустити, щоб хтось у світі засумнівався у стійкості всієї України – Щорічне Послання Президента до Верховної Ради",2024-11-19,https://www.president.gov.ua/news/mi-mayemo-ne-dopustiti-shob-htos-u-sviti-zasumnivavsya-u-sti-94497,material_security,суверенітет,суверенітетом,"Ми не торгуємо суверенітетом , безпекою чи майбутнім України .","Те , що потрібно було зробити ще вчора , щоб не було цієї війни .",Ми не відмовимося від прав України на всю свою територію .,yes,no,none,none,none,none,high,,,,,,
4426,68e5fe347a9e,"Дуже важливо, що у Києво-Печерській лаврі сьогодні прозвучала і ще звучатиме щира молитва за Україну – звернення Президента Володимира Зеленського",2023-01-07,https://www.president.gov.ua/news/duzhe-vazhlivo-sho-u-kiyevo-pecherskij-lavri-sogodni-prozvuc-80277,material_security,безпека,безпеки,"Укотре підтвердилося : тільки вигнання російських окупантів з української землі та ліквідація будь-яких можливостей Росії тиснути на Україну та всю Європу означатиме відновлення тиші , безпеки й миру .","Але реальність – це російські снаряди , які знову били по Бахмуту та інших українських позиціях .","Заради цього працюємо ми , саме на це спрямована допомога наших партнерів , саме таку мету зараз має весь цивілізований світ .",yes,no,none,none,none,none,high,,,,,,
226,0409a2c6a5fe,"Православний світ побачив, що для Росії Великдень нічого не означає – звернення Президента України",2022-04-25,https://www.president.gov.ua/news/pravoslavnij-svit-pobachiv-sho-dlya-rosiyi-velikden-nichogo-74541,urgency,негайний,негайного,"Про ситуацію в Маріуполі та необхідність евакуації цивільних і поранених , про необхідність негайного обміну заблокованих українських військових .",Провів важливу розмову з Президентом Туреччини Ердоганом .,"Обговорили переговорний процес з Росією , оборонні питання .",yes,no,none,none,none,none,high,,,,,,
224,0409a2c6a5fe,"Православний світ побачив, що для Росії Великдень нічого не означає – звернення Президента України",2022-04-25,https://www.president.gov.ua/news/pravoslavnij-svit-pobachiv-sho-dlya-rosiyi-velikden-nichogo-74541,material_security,безпека,безпеки,"Основна мета для нас усіх – зробити Європу та світ безпечнішим після війни , гарантувати , що архітектура безпеки спрацює у випадку будь-яких нових загроз .","Впевнений , що Сполучені Штати можуть бути лідером серед майбутніх країн – гарантів безпеки України .","Був радий почути від наших друзів підтвердження того , що Посольство Сполучених Штатів знову запрацює в Києві найближчим часом .",yes,no,none,none,none,none,high,,,,,,
9323,e11a1d67dddb,Звернення Президента: українці – символ незламності,2022-03-02,https://www.president.gov.ua/news/zvernennya-prezidenta-ukrayinci-simvol-nezlamnosti-73281,material_security,санкція,санкції,"Нейтральна Швейцарія підтримала санкції Євросоюзу проти російських олігархів , посадовців , проти самої держави та компаній .",Наші дипломати й наші друзі об'єднують світ заради України та миру ще більше .,Ще раз : нейтральна Швейцарія !,yes,no,none,none,none,none,high,,,,,,
