claim_id,doc_id,doc_title,doc_date,doc_url,category,matched_term,surface_form,sentence,context_before,context_after,category_correct,is_securitising,securitisation_type,referent_object,threat_actor,extraordinary_measure,confidence,coder_notes
4507,6b7e723f64e9,Звернення Президента Володимира Зеленського з нагоди Дня Конституції України,2022-06-28,https://www.president.gov.ua/news/zvernennya-prezidenta-volodimira-zelenskogo-z-nagodi-dnya-ko-76093,decolonisation,незалежність,незалежність,"Це право українського народу на самовизначення , всенародно схвалена незалежність України , незворотність шляху до Європи .","Пояснюють , чому й за що ми б’ємося .","Це відповідальність перед Богом , власною совістю , попередніми , нинішнім та прийдешніми поколіннями .",yes,no,none,none,none,none,high,
4508,6b7e723f64e9,Звернення Президента Володимира Зеленського з нагоди Дня Конституції України,2022-06-28,https://www.president.gov.ua/news/zvernennya-prezidenta-volodimira-zelenskogo-z-nagodi-dnya-ko-76093,material_security,суверенітет,суверенітет,Наш суверенітет поширюється на всю територію .,Гріх його не захищати .,Ми – унітарна держава .,yes,no,none,none,none,none,high,
4509,6b7e723f64e9,Звернення Президента Володимира Зеленського з нагоди Дня Конституції України,2022-06-28,https://www.president.gov.ua/news/zvernennya-prezidenta-volodimira-zelenskogo-z-nagodi-dnya-ko-76093,material_security,загроза,загроз,Якій байдуже до всіх загроз та ризиків Третьої світової війни .,Стримує другу армію світу .,Але нам не байдуже до норм третьої статті Конституції .,yes,no,none,none,none,none,high,
4510,6b7e723f64e9,Звернення Президента Володимира Зеленського з нагоди Дня Конституції України,2022-06-28,https://www.president.gov.ua/news/zvernennya-prezidenta-volodimira-zelenskogo-z-nagodi-dnya-ko-76093,material_security,безпека,безпека,"Людина , її життя і здоров'я , честь і гідність , недоторканність і безпека – це найвища соціальна цінність .",Але нам не байдуже до норм третьої статті Конституції .,"І наші люди ціною життя , здоров’я й безпеки боронять цей принцип .",yes,no,none,none,none,none,high,
4511,6b7e723f64e9,Звернення Президента Володимира Зеленського з нагоди Дня Конституції України,2022-06-28,https://www.president.gov.ua/news/zvernennya-prezidenta-volodimira-zelenskogo-z-nagodi-dnya-ko-76093,material_security,безпека,безпеки,"І наші люди ціною життя , здоров’я й безпеки боронять цей принцип .","Людина , її життя і здоров'я , честь і гідність , недоторканність і безпека – це найвища соціальна цінність .",З честю та гідністю !,yes,no,none,none,none,none,high,
4512,6b7e723f64e9,Звернення Президента Володимира Зеленського з нагоди Дня Конституції України,2022-06-28,https://www.president.gov.ua/news/zvernennya-prezidenta-volodimira-zelenskogo-z-nagodi-dnya-ko-76093,decolonisation,воля,воля,"Наш Державний гімн « Ще не вмерла України і слава , і воля … »",Тому що тут таке не злітає .,Вони живуть і будуть жити .,yes,no,none,none,none,none,high,
4513,6b7e723f64e9,Звернення Президента Володимира Зеленського з нагоди Дня Конституції України,2022-06-28,https://www.president.gov.ua/news/zvernennya-prezidenta-volodimira-zelenskogo-z-nagodi-dnya-ko-76093,decolonisation,окупант,окупанту,"Дивлячись в очі окупанту , співати , що вони згинуть , як роса на сонці .",Гучно співати .,Цей народ неможливо перемогти !,yes,no,none,none,none,none,high,
4514,6b7e723f64e9,Звернення Президента Володимира Зеленського з нагоди Дня Конституції України,2022-06-28,https://www.president.gov.ua/news/zvernennya-prezidenta-volodimira-zelenskogo-z-nagodi-dnya-ko-76093,decolonisation,окупант,Окупант,"Окупант чекав на гостинний прийом , а отримав шалений спротив .",І перемагати його можна без слів .,"Зустріч не хлібом - сіллю , а « Стугною » і « Джавелінами » , « Байрактаром » і « Нептуном » , « Вільхою » і « Хаймарсами » .",yes,no,none,none,none,none,high,
4515,6b7e723f64e9,Звернення Президента Володимира Зеленського з нагоди Дня Конституції України,2022-06-28,https://www.president.gov.ua/news/zvernennya-prezidenta-volodimira-zelenskogo-z-nagodi-dnya-ko-76093,material_security,ворог,ворога,"Для світу – це восьме диво , для ворога – дев'ятий вал , а для нас – 17-та стаття Конституції України .",Наш спротив триває вже 125 днів .,Захист України – це найважливіші функції держави і справа всього українського народу .,yes,no,none,none,none,none,high,
4516,6b7e723f64e9,Звернення Президента Володимира Зеленського з нагоди Дня Конституції України,2022-06-28,https://www.president.gov.ua/news/zvernennya-prezidenta-volodimira-zelenskogo-z-nagodi-dnya-ko-76093,material_security,ворог,ворогу,Саме тому українці не побоялися сказати ворогу « идите домой » .,Це свобода слова .,Бо мають свободу думки .,yes,no,none,none,none,none,high,
4517,6b7e723f64e9,Звернення Президента Володимира Зеленського з нагоди Дня Конституції України,2022-06-28,https://www.president.gov.ua/news/zvernennya-prezidenta-volodimira-zelenskogo-z-nagodi-dnya-ko-76093,material_security,ворог,Ворог,"Ворог не зможе усвідомити силу , з якою ми готові битися за свою волю , за свої права та свободи .",Не маємо ми й такого бажання .,"Той , хто не має цього сам , ніколи не позбавить цього інших .",yes,no,none,none,none,none,high,
4518,6b7e723f64e9,Звернення Президента Володимира Зеленського з нагоди Дня Конституції України,2022-06-28,https://www.president.gov.ua/news/zvernennya-prezidenta-volodimira-zelenskogo-z-nagodi-dnya-ko-76093,decolonisation,воля,волю,"Ворог не зможе усвідомити силу , з якою ми готові битися за свою волю , за свої права та свободи .",Не маємо ми й такого бажання .,"Той , хто не має цього сам , ніколи не позбавить цього інших .",yes,no,none,none,none,none,high,
4519,6b7e723f64e9,Звернення Президента Володимира Зеленського з нагоди Дня Конституції України,2022-06-28,https://www.president.gov.ua/news/zvernennya-prezidenta-volodimira-zelenskogo-z-nagodi-dnya-ko-76093,material_security,ворог,ворога,Для ворога неминучим є покарання .,Саме тому для нас неминучою є перемога .,І воно настане .,yes,no,none,none,none,none,high,
4579,6c18145a3cf2,"Держава робить усе, щоб допомогти Маріуполю – звернення Президента Володимира Зеленського",2022-03-11,https://www.president.gov.ua/news/derzhava-robit-use-shob-dopomogti-mariupolyu-zvernennya-prez-73485,material_security,безпека,безпеку,"Дати їм нарешті безпеку у Полтаві , Києві , Черкасах , Запоріжжі , Дніпрі , Львові .","Суми , Тростянець , Краснопілля , Ірпінь , Буча , Гостомель , Ізюм . За цей день уже вдалося вивезти майже 40 тисяч наших людей .","Вдалося також доправити й гуманітарні вантажі : сотні тонн продовольства , медикаментів .",yes,no,none,none,none,none,high,
4580,6c18145a3cf2,"Держава робить усе, щоб допомогти Маріуполю – звернення Президента Володимира Зеленського",2022-03-11,https://www.president.gov.ua/news/derzhava-robit-use-shob-dopomogti-mariupolyu-zvernennya-prez-73485,material_security,ворог,ворог,"Ми робимо все , щоб врятувати наших людей у містах , які ворог хоче просто знищити .","Вдалося також доправити й гуманітарні вантажі : сотні тонн продовольства , медикаментів .",З урахуванням роботи гуманітарних коридорів у попередні два дні ми вже евакуювали близько ста тисяч людей .,yes,no,none,none,none,none,high,
4581,6c18145a3cf2,"Держава робить усе, щоб допомогти Маріуполю – звернення Президента Володимира Зеленського",2022-03-11,https://www.president.gov.ua/news/derzhava-robit-use-shob-dopomogti-mariupolyu-zvernennya-prez-73485,urgency,припинити,припинили,"Хоча ми зробили все , що було потрібно для роботи гуманітарного коридору , російські війська так і не припинили вогонь .",Маріуполь та Волноваха залишаються повністю заблокованими .,Попри це я вирішив все одно направити колону вантажівок для Маріуполя .,yes,no,none,none,none,none,high,
4582,6c18145a3cf2,"Держава робить усе, щоб допомогти Маріуполю – звернення Президента Володимира Зеленського",2022-03-11,https://www.president.gov.ua/news/derzhava-robit-use-shob-dopomogti-mariupolyu-zvernennya-prez-73485,decolonisation,окупант,окупанти,"Але окупанти розпочали танкову атаку саме там , де мав бути цей коридор .",Надважливу місію .,Коридор життя для маріупольців .,yes,no,none,none,none,none,high,
4583,6c18145a3cf2,"Держава робить усе, щоб допомогти Маріуполю – звернення Президента Володимира Зеленського",2022-03-11,https://www.president.gov.ua/news/derzhava-robit-use-shob-dopomogti-mariupolyu-zvernennya-prez-73485,urgency,надзвичайний,надзвичайних,Сьогодні вони зруйнували будівлю головного управління Держслужби з надзвичайних ситуацій у Донецькій області .,"Постійно бомбардувати , постійно обстрілювати .","Саме поряд із цією будівлею й було те місце , де мали збиратися маріупольці на евакуацію .",yes,no,none,none,none,none,high,
4584,6c18145a3cf2,"Держава робить усе, щоб допомогти Маріуполю – звернення Президента Володимира Зеленського",2022-03-11,https://www.president.gov.ua/news/derzhava-robit-use-shob-dopomogti-mariupolyu-zvernennya-prez-73485,decolonisation,окупант,Окупанти,"Окупанти роблять усе , щоб обманути наших людей у містах , що в облозі .",Українці і українки .,Вони блокують звʼязок .,yes,no,none,none,none,none,high,
4585,6c18145a3cf2,"Держава робить усе, щоб допомогти Маріуполю – звернення Президента Володимира Зеленського",2022-03-11,https://www.president.gov.ua/news/derzhava-robit-use-shob-dopomogti-mariupolyu-zvernennya-prez-73485,church_actors,церква,церкви,По церкви в Харькове ?,По роддому в Мариуполе ?,По детской больнице « Охматдет » ?,yes,no,none,none,none,none,high,
4586,6c18145a3cf2,"Держава робить усе, щоб допомогти Маріуполю – звернення Президента Володимира Зеленського",2022-03-11,https://www.president.gov.ua/news/derzhava-robit-use-shob-dopomogti-mariupolyu-zvernennya-prez-73485,material_security,ворог,ворога,"Загинув , прикриваючи наших військових і героїчно стримуючи наступ ворога .",Посмертно .,Капітан Корпан Олександр Богданович .,yes,no,none,none,none,none,high,
4587,6c18145a3cf2,"Держава робить усе, щоб допомогти Маріуполю – звернення Президента Володимира Зеленського",2022-03-11,https://www.president.gov.ua/news/derzhava-robit-use-shob-dopomogti-mariupolyu-zvernennya-prez-73485,material_security,ворог,ворога,Під час ракетного обстрілу ціною власного життя особисто давав інформацію щодо дій ворога .,Посмертно .,Молодший сержант Волков Євгеній Володимирович .,yes,no,none,none,none,none,high,
4588,6c18145a3cf2,"Держава робить усе, щоб допомогти Маріуполю – звернення Президента Володимира Зеленського",2022-03-11,https://www.president.gov.ua/news/derzhava-robit-use-shob-dopomogti-mariupolyu-zvernennya-prez-73485,material_security,оборона,обороною,"Уміло керував обороною на північно - східному напрямку , завдяки чому вдалося не допустити захоплення Чернігова .",Генерал - майор Ніколюк Віктор Дмитрович .,Полковник Хода Леонід Олексійович .,yes,no,none,none,none,none,high,
4589,6c18145a3cf2,"Держава робить усе, щоб допомогти Маріуполю – звернення Президента Володимира Зеленського",2022-03-11,https://www.president.gov.ua/news/derzhava-robit-use-shob-dopomogti-mariupolyu-zvernennya-prez-73485,material_security,ворог,ворога,Завдяки його діям було знищено значну кількість техніки та військових ворога у місті Гостомелі .,Підполковник Пономаренко Вʼячеслав Анатолійович .,Підполковник Яковенко Олександр Олексійович .,yes,no,none,none,none,none,high,
4590,6c18145a3cf2,"Держава робить усе, щоб допомогти Маріуполю – звернення Президента Володимира Зеленського",2022-03-11,https://www.president.gov.ua/news/derzhava-robit-use-shob-dopomogti-mariupolyu-zvernennya-prez-73485,material_security,ворог,ворога,"Вивів свої підрозділи з-під артилерійського вогню ворога , завдяки чому зберіг особовий склад і продовжив успішно обороняти Донецьку область .",Підполковник Яковенко Олександр Олексійович .,Майор Бова Євгеній Петрович .,yes,no,none,none,none,none,high,
4591,6c18145a3cf2,"Держава робить усе, щоб допомогти Маріуполю – звернення Президента Володимира Зеленського",2022-03-11,https://www.president.gov.ua/news/derzhava-robit-use-shob-dopomogti-mariupolyu-zvernennya-prez-73485,material_security,оборона,оборону,За героїчну оборону Маріуполя та утримання позицій у постійних атаках ворога .,Майор Бова Євгеній Петрович .,Капітан Боєчко Василь Васильович .,yes,no,none,none,none,none,high,
4592,6c18145a3cf2,"Держава робить усе, щоб допомогти Маріуполю – звернення Президента Володимира Зеленського",2022-03-11,https://www.president.gov.ua/news/derzhava-robit-use-shob-dopomogti-mariupolyu-zvernennya-prez-73485,material_security,ворог,ворога,За героїчну оборону Маріуполя та утримання позицій у постійних атаках ворога .,Майор Бова Євгеній Петрович .,Капітан Боєчко Василь Васильович .,yes,no,none,none,none,none,high,
4593,6c18145a3cf2,"Держава робить усе, щоб допомогти Маріуполю – звернення Президента Володимира Зеленського",2022-03-11,https://www.president.gov.ua/news/derzhava-robit-use-shob-dopomogti-mariupolyu-zvernennya-prez-73485,urgency,ліквідація,ліквідацію,За надзвичайно успішну ліквідацію техніки та живої сили ворога .,Капітан Боєчко Василь Васильович .,Сержант Мороз Олег Романович .,yes,no,none,none,none,none,high,
4594,6c18145a3cf2,"Держава робить усе, щоб допомогти Маріуполю – звернення Президента Володимира Зеленського",2022-03-11,https://www.president.gov.ua/news/derzhava-robit-use-shob-dopomogti-mariupolyu-zvernennya-prez-73485,material_security,ворог,ворога,За надзвичайно успішну ліквідацію техніки та живої сили ворога .,Капітан Боєчко Василь Васильович .,Сержант Мороз Олег Романович .,yes,no,none,none,none,none,high,
4595,6c18145a3cf2,"Держава робить усе, щоб допомогти Маріуполю – звернення Президента Володимира Зеленського",2022-03-11,https://www.president.gov.ua/news/derzhava-robit-use-shob-dopomogti-mariupolyu-zvernennya-prez-73485,material_security,ворог,ворога,Завдяки його героїчним діям вдалося зупинити наступ ворога в Луганській області .,Сержант Мороз Олег Романович .,Матрос Самофалов Валерій Михайлович .,yes,no,none,none,none,none,high,
4596,6c18145a3cf2,"Держава робить усе, щоб допомогти Маріуполю – звернення Президента Володимира Зеленського",2022-03-11,https://www.president.gov.ua/news/derzhava-robit-use-shob-dopomogti-mariupolyu-zvernennya-prez-73485,material_security,ворог,ворога,В одному бою вперше в історії цієї війни збив одразу три гвинтокрили ворога .,Матрос Самофалов Валерій Михайлович .,"Також я підписав указ про нагородження орденами за особисту мужність 39 нацгвардійців , 31 поліцейського ( дев'ятьох посмертно ) , 14 прикордонників ( чотирьох посмертно ) , 23 працівників Державної служби з надзвичайних ситуацій .",yes,no,none,none,none,none,high,
4597,6c18145a3cf2,"Держава робить усе, щоб допомогти Маріуполю – звернення Президента Володимира Зеленського",2022-03-11,https://www.president.gov.ua/news/derzhava-robit-use-shob-dopomogti-mariupolyu-zvernennya-prez-73485,urgency,надзвичайний,надзвичайних,"Також я підписав указ про нагородження орденами за особисту мужність 39 нацгвардійців , 31 поліцейського ( дев'ятьох посмертно ) , 14 прикордонників ( чотирьох посмертно ) , 23 працівників Державної служби з надзвичайних ситуацій .",В одному бою вперше в історії цієї війни збив одразу три гвинтокрили ворога .,Сьогодні ж звання бригадного генерала присвоєно :,yes,no,none,none,none,none,high,
4598,6c18145a3cf2,"Держава робить усе, щоб допомогти Маріуполю – звернення Президента Володимира Зеленського",2022-03-11,https://www.president.gov.ua/news/derzhava-robit-use-shob-dopomogti-mariupolyu-zvernennya-prez-73485,material_security,ворог,ворога,За надзвичайно успішні дії проти ворога у Херсонській області .,Ліщинському Владиславу Вацлавовичу .,Гуцолу Володимиру Володимировичу .,yes,no,none,none,none,none,high,
4599,6c18145a3cf2,"Держава робить усе, щоб допомогти Маріуполю – звернення Президента Володимира Зеленського",2022-03-11,https://www.president.gov.ua/news/derzhava-robit-use-shob-dopomogti-mariupolyu-zvernennya-prez-73485,material_security,ворог,ворога,За успішне знищення повітряного десанту ворога у Василькові .,Гуцолу Володимиру Володимировичу .,Демʼянчику Григорію Петровичу .,yes,no,none,none,none,none,high,
4628,6ceaba47e5f7,Виступ Президента України на засіданні Ради Безпеки ООН,2022-04-05,https://www.president.gov.ua/news/vistup-prezidenta-ukrayini-na-zasidanni-radi-bezpeki-oon-74121,material_security,безпека,Безпеки,"Хіба що тим , що це робить постійний член Ради Безпеки Організації Об’єднаних Націй .","Чим це відрізняється від того , що робили терористи ДАІШ на захопленій ними території ?",Руйнує внутрішню єдність держав .,yes,no,none,none,none,none,high,
4629,6ceaba47e5f7,Виступ Президента України на засіданні Ради Безпеки ООН,2022-04-05,https://www.president.gov.ua/news/vistup-prezidenta-ukrayini-na-zasidanni-radi-bezpeki-oon-74121,church_actors,релігійний,релігійної,Проводить послідовну політику знищення етнічної та релігійної різноманітності .,Заперечує право понад десятка народів на двох континентах на самовизначення й самостійне державне життя .,"Розпалює війни та свідомо веде їх так , щоб убити якнайбільшу кількість звичайних мирних людей .",yes,no,none,none,none,none,high,
4630,6ceaba47e5f7,Виступ Президента України на засіданні Ради Безпеки ООН,2022-04-05,https://www.president.gov.ua/news/vistup-prezidenta-ukrayini-na-zasidanni-radi-bezpeki-oon-74121,material_security,безпека,безпеки,"Провокує глобальну продовольчу кризу , яка може призвести до голоду в державах Африки , в державах Азії й точно закінчиться масштабним політичним хаосом у країнах , де стабільність продовольчих цін – базовий чинник внутрішньої безпеки .",Підтримує на державному рівні ненависть і намагається експортувати її в інші держави за допомогою своєї системи пропаганди й політичної корупції .,"Тож де ця безпека , яку має гарантувати Рада Безпеки ?",yes,no,none,none,none,none,high,
4631,6ceaba47e5f7,Виступ Президента України на засіданні Ради Безпеки ООН,2022-04-05,https://www.president.gov.ua/news/vistup-prezidenta-ukrayini-na-zasidanni-radi-bezpeki-oon-74121,material_security,безпека,безпека,"Тож де ця безпека , яку має гарантувати Рада Безпеки ?","Провокує глобальну продовольчу кризу , яка може призвести до голоду в державах Африки , в державах Азії й точно закінчиться масштабним політичним хаосом у країнах , де стабільність продовольчих цін – базовий чинник внутрішньої безпеки .",Її немає .,yes,no,none,none,none,none,high,
4632,6ceaba47e5f7,Виступ Президента України на засіданні Ради Безпеки ООН,2022-04-05,https://www.president.gov.ua/news/vistup-prezidenta-ukrayini-na-zasidanni-radi-bezpeki-oon-74121,material_security,безпека,Безпеки,"Тож де ця безпека , яку має гарантувати Рада Безпеки ?","Провокує глобальну продовольчу кризу , яка може призвести до голоду в державах Африки , в державах Азії й точно закінчиться масштабним політичним хаосом у країнах , де стабільність продовольчих цін – базовий чинник внутрішньої безпеки .",Її немає .,yes,no,none,none,none,none,high,
4633,6ceaba47e5f7,Виступ Президента України на засіданні Ради Безпеки ООН,2022-04-05,https://www.president.gov.ua/news/vistup-prezidenta-ukrayini-na-zasidanni-radi-bezpeki-oon-74121,material_security,безпека,Безпеки,"Хоча і є Рада Безпеки , як нічого й не було .",Її немає .,"Тож де той мир , заради гарантування якого створювалась Організація Об’єднаних Націй ?",yes,no,none,none,none,none,high,
4634,6ceaba47e5f7,Виступ Президента України на засіданні Ради Безпеки ООН,2022-04-05,https://www.president.gov.ua/news/vistup-prezidenta-ukrayini-na-zasidanni-radi-bezpeki-oon-74121,decolonisation,окупант,окупанти,"Масові вбивства у нашому місті Бучі – це , на жаль , лише один із багатьох приклад того , що здійснюють окупанти на нашій землі вже протягом 41 дня .","Свідомо створюють на тимчасово окупованих територіях такі умови , щоб там було вбито якнайбільше цивільних людей .","А є ще багато інших таких місць , про які світу ще тільки доведеться дізнатися повну правду : Маріуполь , Харків , Чернігів , Охтирка , Бородянка та ще десятки , десятки українських громад , кожна з яких – як Буча .",yes,no,none,none,none,none,high,
4635,6ceaba47e5f7,Виступ Президента України на засіданні Ради Безпеки ООН,2022-04-05,https://www.president.gov.ua/news/vistup-prezidenta-ukrayini-na-zasidanni-radi-bezpeki-oon-74121,material_security,безпека,Безпеки,"Ми маємо справу з державою , яка перетворює право вето у Раді Безпеки ООН на право смерті .","Вони крадуть усе – від продовольства до золотих сережок , які просто виривають із кров’ю .",Яка підриває всю архітектуру глобальної безпеки .,yes,no,none,none,none,none,high,
4636,6ceaba47e5f7,Виступ Президента України на засіданні Ради Безпеки ООН,2022-04-05,https://www.president.gov.ua/news/vistup-prezidenta-ukrayini-na-zasidanni-radi-bezpeki-oon-74121,material_security,безпека,безпеки,Яка підриває всю архітектуру глобальної безпеки .,"Ми маємо справу з державою , яка перетворює право вето у Раді Безпеки ООН на право смерті .",Яка дозволяє злу бути безкарним і поширюватися світом .,yes,no,none,none,none,none,high,
4637,6ceaba47e5f7,Виступ Президента України на засіданні Ради Безпеки ООН,2022-04-05,https://www.president.gov.ua/news/vistup-prezidenta-ukrayini-na-zasidanni-radi-bezpeki-oon-74121,material_security,безпека,безпеку,"Знищуючи все , що тільки може працювати на мир і безпеку .",Яка дозволяє злу бути безкарним і поширюватися світом .,"Якщо це продовжиться , то фіналом буде те , що кожна з держав зможе розраховувати тільки на силу зброї , щоб гарантувати собі безпеку , а не на міжнародне право , не на міжнародні інституції .",yes,no,none,none,none,none,high,
4638,6ceaba47e5f7,Виступ Президента України на засіданні Ради Безпеки ООН,2022-04-05,https://www.president.gov.ua/news/vistup-prezidenta-ukrayini-na-zasidanni-radi-bezpeki-oon-74121,material_security,безпека,безпеку,"Якщо це продовжиться , то фіналом буде те , що кожна з держав зможе розраховувати тільки на силу зброї , щоб гарантувати собі безпеку , а не на міжнародне право , не на міжнародні інституції .","Знищуючи все , що тільки може працювати на мир і безпеку .",ООН можна буде просто закрити .,yes,no,none,none,none,none,high,
4639,6ceaba47e5f7,Виступ Президента України на засіданні Ради Безпеки ООН,2022-04-05,https://www.president.gov.ua/news/vistup-prezidenta-ukrayini-na-zasidanni-radi-bezpeki-oon-74121,material_security,безпека,безпеки,"І ми просимо зробити це вже в мирному Києві – для того , щоб визначитись , як будемо реформувати світову систему безпеки .","Щоб це зробити , пропонуємо скликати глобальну конференцію .",Як будемо реально гарантувати непорушність загальновизнаних кордонів і цілісність держав .,yes,no,none,none,none,none,high,
4640,6ceaba47e5f7,Виступ Президента України на засіданні Ради Безпеки ООН,2022-04-05,https://www.president.gov.ua/news/vistup-prezidenta-ukrayini-na-zasidanni-radi-bezpeki-oon-74121,material_security,безпека,безпеки,Сила справедливості та сила безпеки .,Домінуючою має стати сила миру .,Як про це людство завжди й мріяло .,yes,no,none,none,none,none,high,
4641,6ceaba47e5f7,Виступ Президента України на засіданні Ради Безпеки ООН,2022-04-05,https://www.president.gov.ua/news/vistup-prezidenta-ukrayini-na-zasidanni-radi-bezpeki-oon-74121,material_security,безпека,безпеки,Україна готова дати майданчик для одного з головних офісів оновленої системи безпеки .,Як про це людство завжди й мріяло .,"Як офіс у Женеві спеціалізується на правах людини , як офіс у Найробі – на захисті навколишнього середовища , так офіс у Києві – Офіс U - 24 – може спеціалізуватися на превентивних заходах для підтримання миру .",yes,no,none,none,none,none,high,
4642,6ceaba47e5f7,Виступ Президента України на засіданні Ради Безпеки ООН,2022-04-05,https://www.president.gov.ua/news/vistup-prezidenta-ukrayini-na-zasidanni-radi-bezpeki-oon-74121,material_security,безпека,безпеки,"Тому Україна має необхідне моральне право , щоб пропонувати реформу світової системи безпеки .","Якби кожного разу , коли є така потреба , кожен у світі мав упевненість , що допомога прийде , світ був би однозначно безпечнішим .","Ми довели , що допомагаємо іншим не тільки у щасті , а й у темні часи .",yes,no,none,none,none,none,high,
4643,6ceaba47e5f7,Виступ Президента України на засіданні Ради Безпеки ООН,2022-04-05,https://www.president.gov.ua/news/vistup-prezidenta-ukrayini-na-zasidanni-radi-bezpeki-oon-74121,material_security,безпека,Безпеки,І зараз ми потребуємо рішень від Ради Безпеки .,"Ми довели , що допомагаємо іншим не тільки у щасті , а й у темні часи .",Для миру в Україні .,yes,no,none,none,none,none,high,
4844,72af594379ab,Переможемо завдяки нашому вмінню гуртуватися та завжди памʼятати про своїх – звернення Президента України Володимира Зеленського,2022-03-14,https://www.president.gov.ua/news/peremozhemo-zavdyaki-nashomu-vminnyu-gurtuvatisya-ta-zavzhdi-73541,decolonisation,незалежність,незалежність,"18-й день нашої війни за життя , за Україну , за незалежність .",Сьогодні 18-й день .,Початок сьогоднішнього дня був чорним .,yes,no,none,none,none,none,high,
4845,72af594379ab,Переможемо завдяки нашому вмінню гуртуватися та завжди памʼятати про своїх – звернення Президента України Володимира Зеленського,2022-03-14,https://www.president.gov.ua/news/peremozhemo-zavdyaki-nashomu-vminnyu-gurtuvatisya-ta-zavzhdi-73541,material_security,безпека,безпеки,"Унаслідок обстрілу Міжнародного центру миротворчості та безпеки загинули 35 людей , ще 134 людини отримали поранення .",30 ракет на одну тільки Львівську область .,"Там не відбувалося нічого , що могло б загрожувати території Російської Федерації .",yes,no,none,none,none,none,high,
4846,72af594379ab,Переможемо завдяки нашому вмінню гуртуватися та завжди памʼятати про своїх – звернення Президента України Володимира Зеленського,2022-03-14,https://www.president.gov.ua/news/peremozhemo-zavdyaki-nashomu-vminnyu-gurtuvatisya-ta-zavzhdi-73541,material_security,санкція,санкцій,"Минулого року я чітко попереджав лідерів НАТО : якщо не буде жорстких превентивних санкцій проти Російської Федерації , вона піде війною .",І всього лише за 20 кілометрів звідти – кордони НАТО .,Ми мали рацію .,yes,no,none,none,none,none,high,
4847,72af594379ab,Переможемо завдяки нашому вмінню гуртуватися та завжди памʼятати про своїх – звернення Президента України Володимира Зеленського,2022-03-14,https://www.president.gov.ua/news/peremozhemo-zavdyaki-nashomu-vminnyu-gurtuvatisya-ta-zavzhdi-73541,decolonisation,окупант,окупанти,На сході нашої країни окупанти вирішили « демілітаризувати » та « денацифікувати » Святогірську лавру Української православної церкви Московської патріархії .,"Але , схоже , не всі на Заході знають , що вони роблять .",На час удару на території монастиря перебували тільки монахи та сотні біженців .,yes,no,none,none,none,none,high,
4848,72af594379ab,Переможемо завдяки нашому вмінню гуртуватися та завжди памʼятати про своїх – звернення Президента України Володимира Зеленського,2022-03-14,https://www.president.gov.ua/news/peremozhemo-zavdyaki-nashomu-vminnyu-gurtuvatisya-ta-zavzhdi-73541,church_actors,православний,православної,На сході нашої країни окупанти вирішили « демілітаризувати » та « денацифікувати » Святогірську лавру Української православної церкви Московської патріархії .,"Але , схоже , не всі на Заході знають , що вони роблять .",На час удару на території монастиря перебували тільки монахи та сотні біженців .,yes,no,none,none,none,none,high,
4849,72af594379ab,Переможемо завдяки нашому вмінню гуртуватися та завжди памʼятати про своїх – звернення Президента України Володимира Зеленського,2022-03-14,https://www.president.gov.ua/news/peremozhemo-zavdyaki-nashomu-vminnyu-gurtuvatisya-ta-zavzhdi-73541,church_actors,церква,церкви,На сході нашої країни окупанти вирішили « демілітаризувати » та « денацифікувати » Святогірську лавру Української православної церкви Московської патріархії .,"Але , схоже , не всі на Заході знають , що вони роблять .",На час удару на території монастиря перебували тільки монахи та сотні біженців .,yes,no,none,none,none,none,high,
4850,72af594379ab,Переможемо завдяки нашому вмінню гуртуватися та завжди памʼятати про своїх – звернення Президента України Володимира Зеленського,2022-03-14,https://www.president.gov.ua/news/peremozhemo-zavdyaki-nashomu-vminnyu-gurtuvatisya-ta-zavzhdi-73541,church_actors,монастир,монастиря,На час удару на території монастиря перебували тільки монахи та сотні біженців .,На сході нашої країни окупанти вирішили « демілітаризувати » та « денацифікувати » Святогірську лавру Української православної церкви Московської патріархії .,Жодної військової цілі у лаврі чи поряд з нею не було .,yes,no,none,none,none,none,high,
4851,72af594379ab,Переможемо завдяки нашому вмінню гуртуватися та завжди памʼятати про своїх – звернення Президента України Володимира Зеленського,2022-03-14,https://www.president.gov.ua/news/peremozhemo-zavdyaki-nashomu-vminnyu-gurtuvatisya-ta-zavzhdi-73541,urgency,надзвичайний,надзвичайну,"Зустрів там , на блокпосту , надзвичайну людину , яка щоденно підтримує наших захисників , щоденно привозить їм каструлю з борщем , справді смачним , справді українським .","Своїх – по духу , по серцю , по щирості .",Просто від душі .,yes,no,none,none,none,none,high,
4852,72af594379ab,Переможемо завдяки нашому вмінню гуртуватися та завжди памʼятати про своїх – звернення Президента України Володимира Зеленського,2022-03-14,https://www.president.gov.ua/news/peremozhemo-zavdyaki-nashomu-vminnyu-gurtuvatisya-ta-zavzhdi-73541,material_security,безпека,безпеки,"Необхідний для нас , для миру і для безпеки .","І наша мета – щоб у цій боротьбі , у цій переговорній складній роботі , Україна отримала необхідний результат .","Щоб ми мали гарантії – нормальні , дієві .",yes,no,none,none,none,none,high,
